delta\rho,0,0.02,0.05,0.1,0.2
0,1.0000,0.9999,0.9987,0.9964,0.9858
0.02,1.0000,1.0000,0.9987,0.9965,0.9860
0.05,1.0000,1.0000,0.9988,0.9967,0.9863
0.1,1.0000,1.0000,0.9990,0.9970,0.9868
0.2,1.0000,1.0002,0.9994,0.9977,0.9877
