delta\rho,0,0.02,0.05,0.1,0.2
0,0.7024,0.7845,0.8327,0.8447,0.8528
0.02,0.7419,0.7979,0.8334,0.8435,0.8517
0.05,0.9227,0.8673,0.8476,0.8456,0.8512
0.1,1.3578,1.0787,0.9037,0.8591,0.8535
0.2,2.3666,1.6596,1.1078,0.9207,0.8693
