delta\rho,0,0.02,0.05,0.1,0.2
0,0.4667,0.5000,0.6333,0.7167,0.8000
0.02,0.4667,0.5000,0.6167,0.7000,0.8000
0.05,0.4667,0.4833,0.6167,0.7000,0.8000
0.1,0.4833,0.4667,0.6000,0.6833,0.8000
0.2,0.5500,0.6000,0.6000,0.7000,0.7833
