delta\rho,0,0.02,0.05,0.1,0.2
0,0.9833,0.9500,0.9000,0.9000,0.9167
0.02,0.9000,0.9000,0.8833,0.8833,0.9167
0.05,0.7000,0.8000,0.8833,0.8667,0.9000
0.1,0.3333,0.4833,0.7500,0.8500,0.9000
0.2,0.0833,0.0833,0.3667,0.7167,0.8333
