delta\rho,0,0.02,0.05,0.1,0.2
0,0.0000,0.5333,0.5667,0.5833,0.5833
0.02,0.0000,0.5333,0.5667,0.5833,0.5833
0.05,0.0000,0.5167,0.5667,0.5833,0.5833
0.1,0.0000,0.5167,0.5500,0.5833,0.5833
0.2,0.0000,0.5000,0.5333,0.5833,0.5833
