delta\rho,0,0.02,0.05,0.1,0.2
0,0.7181,0.6997,0.6958,0.6979,0.7016
0.02,0.7403,0.7142,0.7040,0.7038,0.7052
0.05,0.8454,0.7850,0.7389,0.7217,0.7136
0.1,1.1397,0.9977,0.8501,0.7749,0.7353
0.2,1.7763,1.5063,1.1455,0.9246,0.7996
